"GPOName;""SettingCategory"";""SettingPath"";""SettingName"";""SettingStatus"";""Type"";""Statement"";""Value"""
"Default Domain Policy;""Account Settings"";""Password"";""MaximumPasswordAge"";;;;""42"""
"Default Domain Policy;""Account Settings"";""Password"";""MinimumPasswordAge"";;;;""1"""
"Default Domain Policy;""Account Settings"";""Password"";""MinimumPasswordLength"";;;;""7"""
"Default Domain Policy;""Account Settings"";""Password"";""PasswordComplexity"";;;;""true"""
"Default Domain Policy;""Account Settings"";""Password"";""PasswordHistorySize"";;;;""24"""
"Default Domain Policy;""Account Settings"";""Kerberos"";""MaxClockSkew"";;;;""5"""
"Default Domain Policy;""Account Settings"";""Kerberos"";""MaxRenewAge"";;;;""7"""
"Default Domain Policy;""Account Settings"";""Kerberos"";""MaxServiceAge"";;;;""600"""
"Default Domain Policy;""Account Settings"";""Kerberos"";""MaxTicketAge"";;;;""10"""
"Default Domain Policy;""Account Settings"";""Kerberos"";""TicketValidateClient"";;;;""true"""
"Default Domain Policy;""Security Option"";""Reg Path: MACHINE\System\CurrentControlSet\Control\Lsa\NoLMHash"";""Network security: Do not store LAN Manager hash value on next password change"";""true"";;;"
"Default Domain Policy;""Security Option"";;""ForceLogoffWhenHourExpire"";""Disabled"";;;"
"Default Domain Policy;""Security Option"";;""LSAAnonymousNameLookup"";""Disabled"";;;"
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Disabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Enabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Disabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Disabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Disabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Enabled"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-S1-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""00:00"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Disabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Enabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Disabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Disabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Disabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Enabled"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-S1-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""01:00"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Disabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Disabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Disabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Enabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Disabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Enabled"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-S3-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""00:00"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Disabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Disabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Disabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Enabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Disabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Enabled"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-S3-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""00:00"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Disabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Disabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Disabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Disabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Enabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Enabled"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-S4-Thu-0h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""00:00"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Disabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Disabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Disabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Disabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Enabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Enabled"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-S4-Thu-1h-Srv;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""01:00"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Absolute Max Cache Size (in GB)"";""Enabled"";""Numeric"";""The default value is 10GB"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Allow uploads while the device is on battery while under set Battery level (percentage)"";""Enabled"";""Numeric"";""The default value is 0 (unlimited)"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Download Mode"";""Enabled"";""DropDownList"";""Download Mode:"";""LAN (1)"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Enable Peer Caching while the device connects via VPN"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Max Cache Size (percentage)"";""Enabled"";""Numeric"";""The default value is 20%"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Minimum disk size allowed to use Peer Caching (in GB)"";""Enabled"";""Numeric"";""The default value is 32GB"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Delivery Optimization"";""Select a method to restrict Peer Selection"";""Enabled"";""DropDownList"";""Restrict Peer Selection By:"";""Subnet"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Maintenance Scheduler"";""Automatic Maintenance Activation Boundary"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Allow Automatic Updates immediate installation"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Allow updates to be downloaded automatically over metered connections"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Automatic Updates detection frequency"";""Enabled"";""Numeric"";""Check for updates at the following"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Enabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Enabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Enabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Enabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Enabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Disabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""13:00"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure auto-restart reminder notifications for updates"";""Enabled"";""DropDownList"";""Period (min): "";""60"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure auto-restart required notification for updates"";""Enabled"";""DropDownList"";""Method: "";""2 - User Action"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure auto-restart warning notifications schedule for updates"";""Enabled"";""DropDownList"";""Reminder (hours): "";""4"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure auto-restart warning notifications schedule for updates"";""Enabled"";""DropDownList"";""Warning (mins): "";""15"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Display options for update notifications"";""Enabled"";""DropDownList"";""Specify the update notifications display options :"";""0 (default) – Default OS Windows Update notifications"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Do not adjust default option to 'Install Updates and Shut Down' in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Do not display 'Install Updates and Shut Down' option in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Do not include drivers with Windows Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Enabling Windows Update Power Management to automatically wake up the system to install scheduled updates"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""No auto-restart with logged on users for scheduled automatic updates installations"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Remove access to """"Pause updates"""" feature"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Remove access to use all Windows Update features"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify active hours range for auto-restarts"";""Enabled"";""DropDownList"";""Max range: "";""18"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""Checkbox"";""Don't auto-restart until end of grace period"";""Disabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Deadline (days):"";""7"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Grace period (days):"";""3"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Deadline (days):"";""7"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Grace Period (days):"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn off auto-restart for updates during active hours"";""Enabled"";""DropDownList"";""Start: "";""8 AM"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn off auto-restart for updates during active hours"";""Enabled"";""DropDownList"";""End:"";""7 PM"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn off auto-restart notifications for update installations"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on recommended updates via Automatic Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on Software Notifications"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update/Windows Update for Business"";""Select when Preview Builds and Feature Updates are received"";""Enabled"";""Numeric"";""(format yyyy-mm-dd example: 2016-10-30)"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update/Windows Update for Business"";""Select when Quality Updates are received"";""Enabled"";""Numeric"";""(format yyyy-mm-dd example: 2016-10-30)"";"
"HAD-Auto-Update-Win10-11;""Registry Settings"";""Software\Policies\Microsoft\Windows\WindowsUpdate"";""ManagePreviewBuilds"";;;;""1"""
"HAD-Auto-Update-Win10-11;""Registry Settings"";""Software\Policies\Microsoft\Windows\WindowsUpdate"";""ManagePreviewBuildsPolicyValue"";;;;""0"""
"HAD-Auto-Update-Win10-11;""Registry Settings"";""Software\Policies\Microsoft\Windows\WindowsUpdate"";""BranchReadinessLevel"";;;;""16"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Maintenance Scheduler"";""Automatic Maintenance Activation Boundary"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Allow Automatic Updates immediate installation"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Automatic Updates detection frequency"";""Enabled"";""Numeric"";""Check for updates at the following"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Disabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""13:00"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Delay Restart for scheduled installations"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Do not adjust default option to 'Install Updates and Shut Down' in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Do not display 'Install Updates and Shut Down' option in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Do not include drivers with Windows Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Enabling Windows Update Power Management to automatically wake up the system to install scheduled updates"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""No auto-restart with logged on users for scheduled automatic updates installations"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Re-prompt for restart with scheduled installations"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Reschedule Automatic Updates scheduled installations"";""Enabled"";""Numeric"";""Wait after system"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on recommended updates via Automatic Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on Software Notifications"";""Disabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Scripts"";;""HAD_Bitlocker_TpmOnly.bat"";;""Startup"";""Order: 0"";""PSNotConfigured"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Folders"";""C:\Windows\HardenAD"";""HardenAD"";;;""Order: 1"";""uid: {483EF516-36B8-48EF-BF37-253A6545EECA}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Folders"";""C:\Windows\HardenAD\Bitlocker"";""Bitlocker"";;;""Order: 2"";""uid: {2E06F6DF-D5C5-4637-AD23-539A3B1F7E50}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Folders"";""C:\Windows\HardenAD\Logs"";""Logs"";;;""Order: 3"";""uid: {0A166EF2-65D1-4E36-BAF9-2DDCE0BB9EC1}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Scheduled Task"";;""HardenAD - Bitlocker - Activation"";;;""RunAs: NT AUTHORITY\System"";""uid: {B203A9D4-9FFF-4E0C-B6E8-8E6A37F2192E}"""
